blind_id,model_id,precision,item_id,mode,row_sha256,source_book,task,gemini_label,glm_label,gemini_reason,glm_reason,glm_review_reason,gemini_reasoning_support,glm_reasoning_support,both_gradable,same_label
B00508,gemini-3.8-flash,API,clinical_astra_b04_015,no_rag,90d21e93ba794582f0b58076ca20b641690aed6d470767c66425229b8c3423d1,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,correct,correct,"The response accurately identifies sleep paralysis, matching the reference and acceptable answers.","The response correctly identifies sleep paralysis (isolated) and its explanation matches the reference qualifiers: awareness with immobility at sleep-wake transitions, without asserting narcolepsy.",Answer aligns with the reference and includes only supported general medical facts; no review needed.,supported,supported,True,True
B00510,gpt-5.5-2026-04-23,API,clinical_astra_b02_013,no_rag,66bf969840ae0c166309389638bd3f67d67d411faf733fe69b5a0f24673384bf,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,"The response accurately identifies sleep-related rhythmic movement disorder, matching the reference standard and supported by key clinical features.","The response directly identifies sleep-related rhythmic movement disorder, matching the key and both gold evidence units (head rolling, ~1.5 Hz).",No ambiguity or safety concern; the answer aligns with the reference.,supported,supported,True,True
B00511,Qwen/Qwen3.8-27B,NF4,clinical_astra_b03_014,no_rag,d054ab9211eb20dd7109d619b215c407b07f858e91744ddfbf33b98e0a19978a,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response directly identifies obstructive sleep apnea (OSA) as the treatable trigger, matching the reference standard and acceptable answers.","Response directly identifies OSA as the treatable trigger, matching the reference and supported by AHI 5.3/hour, elevated CO2, and resolution with CPAP.",,supported,supported,True,True
B00512,microsoft/phi-4,NF4,clinical_astra_b05_015,with_rag,a2ef831f045de46d0961eb328326735e173b6507e882bbc717200a8d4817127d,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,The response accurately identifies Juvenile Myoclonic Epilepsy (JME) as the epilepsy syndrome.,"The response directly identifies juvenile myoclonic epilepsy, matching the reference, and correctly applies the key qualifiers (adolescent onset, morning bilateral myoclonic jerks, progression to generalized tonic-clonic seizure).",No concerns; the answer aligns with the reference and its rationale without invented case facts or unsafe additions.,supported,supported,True,True
B00513,google/gemma-3-27b-it,BF16,clinical_astra_b01_007,no_rag,955746c59d2b67e394ec2c5ce8af0ad5a7111466229dfe9e280e20b817cb2f18,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,incorrect,incorrect,"The response incorrectly diagnoses Narcolepsy Type 2, which requires at least two SOREMPs (or one plus a preceding nocturnal SOREMP), whereas the absence of SOREMPs combined with severe hypersomnia and short sleep latency indicates idiopathic hypersomnia.","The response answers Narcolepsy Type 2, but NT2 requires SOREMPs on MSLT, which are absent here; the clinical picture (long unrefreshing sleep, difficult awakening, short latency without SOREMPs) supports idiopathic hypersomnia per the reference.","The reference and question are unambiguous; the response is simply incorrect, with a materially false claim that short MSLT latency without SOREMPs diagnoses NT2.",material_unsupported,material_unsupported,True,True
B00514,meta-llama/Llama-3.1-8B-Instruct,NF4,clinical_astra_b02_009,with_rag,f3d147e5cfc1848f38931899bdbe4bd2ca8e56e7d58ac544390e02e4703a36e2,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,incorrect,incorrect,"The response identifies Rhythmic Movement Disorder (RMD) instead of faciomandibular myoclonus, which specifically accounts for the isolated facial/masticatory myoclonic jerks causing nocturnal tongue biting.","The reference answer is faciomandibular myoclonus, but the response asserts rhythmic movement disorder, a materially different diagnosis, and claims PSG facial/jaw myoclonus is consistent with RMD.",Reference clearly identifies faciomandibular myoclonus; the response's alternative diagnosis is confidently wrong but resolvable without review.,material_unsupported,material_unsupported,True,True
B00515,google/gemma-3-27b-it,BF16,clinical_astra_b01_015,no_rag,70cb3e91b5af74acfa24eb3a68b6dfec2f2fd91ca08d8b18eec910fb779775d7,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,partial,partial,"The response suggests Night Eating Syndrome as the primary possibility with Sleep-Related Eating Disorder (SRED) as an alternative, whereas impaired awareness and amnesia explicitly define SRED rather than NES.","The response equivocates, leading with Night Eating Syndrome and framing SRED as only a possibility despite the amnesia and impaired awareness that clearly favor SRED; it recommends further evaluation instead of committing to the reference answer.","The evidence clearly favors SRED over NES (amnestic episodes, impaired awareness), so no unresolvable reference ambiguity remains despite the response's hedging.",supported,supported,True,True
B00516,microsoft/phi-4,BF16,clinical_astra_b05_007,with_rag,e1030e1514ab6ad2ef91172f487e64ce4e5fb6ed1ddfacd2fc62ee71af80df12,Sleep Medicine Pearls (Pearls Series).pdf,diagnosis,correct,correct,The response accurately identifies augmentation (dopaminergic augmentation) as the complication explaining the clinical pattern.,"The response correctly identifies dopaminergic augmentation of RLS, matching all key features: earlier symptom onset, spread to the arms, and paradoxical worsening despite dose increases.",,supported,supported,True,True
B00517,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b01_002,no_rag,b61ae7d0cf95b346d626875f7f92088b2f2404dd79293b8b189d822f6ac9f74d,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnostic_evaluation,correct,partial,The response accurately identifies actigraphy (along with a sleep diary) as the appropriate initial assessment to clarify sleep timing and schedule.,"The response offers actigraphy and a sleep diary to clarify habitual sleep timing, but omits the detailed clinical sleep history named in the reference; a sleep diary is a reasonable equivalent for characterizing sleep timing, making the answer largely but not fully aligned.","The answer is a reasonable, safe assessment aligned with the reference's intent; no unsafe or contradictory content.",supported,supported,True,False
B00518,google/gemma-3-27b-it,NF4,clinical_astra_b01_003,with_rag,7f5e712471f5c141ec59665c03313f665c6f6e0619e920e498c7535aef20e186,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,"The response accurately identifies Restless Legs Syndrome (RLS), matching the candidate reference and acceptable answers.","The response directly identifies restless legs syndrome and accurately applies the core diagnostic pattern (evening rest symptoms, relief with movement) plus relevant aggravating factors.",,supported,supported,True,True
B00519,google/gemma-3-27b-it,BF16,clinical_astra_b06_010,with_rag,3160a1bf54663246091d3015e35addffdd1a4d27c046c63227495176fe85feeb,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,correct,correct,"The response accurately identifies Kleine-Levin Syndrome (KLS), matching the reference and acceptable answers.","Response directly names Kleine-Levin syndrome and correctly maps the case features (recurrent hypersomnia, hyperphagia, behavioral change, normal intervals) to the syndrome.",No safety or reference-resolution concerns; the answer matches the candidate key and supporting clinical pattern.,supported,supported,True,True
B00520,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b03_014,no_rag,0471d8cd44d0d90d8edf8dc78e68404347aba9640dba84e22bc3d68888a07450,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,The response correctly identifies sleep apnea (obstructive sleep apnea) as the treatable trigger.,"The response identifies sleep apnea (OSA) as the treatable trigger, matching the reference and acceptable answers; the PSG findings and resolution after CPAP support this.",,supported,supported,True,True
B00521,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b02_018,no_rag,f5381487964460e360e7dfea30e671d48704f5bfcb480b6257161822b210b6bc,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,partial,correct,The response identifies sleep paralysis but omits the key qualifiers 'recurrent' and 'isolated' specified by the reference diagnosis to distinguish it from narcolepsy-associated episodes.,"Response identifies sleep paralysis with reasoning matching the reference: awareness with paralysis at awakening, preserved recall, and absence of narcolepsy features. 'Isolated/recurrent' qualifier is implied by the recurrent presentation.",,supported,supported,True,False
B00522,Qwen/Qwen3.8-27B,BF16,clinical_astra_b04_004,no_rag,405e11202b52f06750494c367e2adc8fdafdfbb7bebdef68dcc31f408df9e4d6,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,"The response directly and accurately identifies obstructive sleep apnea (OSA), which matches the candidate reference and acceptable answers.","The response directly identifies pre-existing obstructive sleep apnea, matching the candidate reference and acceptable answers, with an accurate general explanation of postoperative risk factors.",,supported,supported,True,True
B00523,google/gemma-3-12b-it,NF4,clinical_astra_b04_016,with_rag,acfd49ee2fcae37e154deb16c74a9f34169818aa7d40a0ea2e4789abf1b47042,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,The response accurately identifies Kleine-Levin syndrome as the recurrent hypersomnia consistent with the clinical presentation.,"The response names Kleine-Levin syndrome, matching the reference and acceptable answers, with a supporting explanation consistent with the case.",Answer matches the candidate reference without unsupported invented findings or unsafe content.,supported,supported,True,True
B00524,google/gemma-4-12B-it,NF4,clinical_astra_b03_004,no_rag,a8611bf10f6faac6128eddebfbb43d3c334346dcd3f5859fedc4c73bf9632e9d,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,The response accurately identifies Type 1 Narcolepsy based on the clinical history of cataplexy and repeat MSLT findings.,"Response identifies Type 1 narcolepsy (narcolepsy with cataplexy), matching the reference and acceptable answers, supported by the repeat MSLT findings and laughter-triggered weakness.",Concordant with the candidate reference and diagnostic reasoning; no adverse or unsupported claims.,supported,supported,True,True
B00525,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b06_002,no_rag,fc3d9e465ed64fb0d74b363b7d8a210978c508ff09c9ea4f1cc2d40a8c61f62f,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,incorrect,incorrect,The response incorrectly identifies the condition as a Brugada syndrome variant rather than congenital long QT syndrome type 2 (LQT2).,"The response asserts Brugada syndrome despite KCNH2 loss-of-function, QTc 647 ms, and notched T waves all indicating congenital LQT2; it acknowledges the LQT2 association but contradicts it without basis.",Reference and evidence unambiguously support LQT2; the incorrect answer can be resolved without human review.,material_unsupported,material_unsupported,True,True
B00526,google/gemma-3-27b-it,BF16,clinical_astra_b03_011,no_rag,6322f36b8c01ae9945aebd7a9ae9b36539e7334ab890d62c9e4686e2fc4afe8b,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,partial,"The response identifies malabsorption of iron due to altered duodenal anatomy as the underlying mechanism, directly aligning with impaired gastrointestinal iron absorption.","The response correctly identifies impaired iron absorption after bariatric surgery, but over-specifies duodenal switch, a procedure not stated in the case, where the question asks for the mechanism rather than a specific surgery.",Core mechanism matches the reference; the specific surgery type is an unsupported addition but not unsafe or contradictory.,supported,minor_unsupported,True,False
B00527,google/gemma-4-12B-it,BF16,clinical_astra_b04_006,with_rag,859cb7e868ad5ecf663fc566715b6715e17984c64c6bf3793b32af3cd65d8bf8,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,partial,The response correctly identifies hypoventilation secondary to neuromuscular disease as the primary sleep-related ventilatory complication.,"The response ultimately identifies hypoventilation secondary to neuromuscular disease, which matches the reference, but its headline answer is cluttered with obesity hypoventilation syndrome and central sleep apnea, neither supported by the case, making it over-inclusive and equivocating.",The core answer (nocturnal hypoventilation due to neuromuscular/chest-wall weakness) is present and correctly supported; distractor labels are unsupported but not unsafe.,supported,supported,True,False
B00528,google/gemma-3-12b-it,BF16,clinical_astra_b02_014,no_rag,f6cc9c70d9c1eee311267a738beb171142fbbd8325ebc22ac2ce2ad5d6c7b2b7,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,correct,correct,Night terrors is a direct synonym for sleep terrors and correctly identifies the parasomnia described.,"'Night terrors' is a standard synonym for sleep terrors, matching the slow-wave sleep arousal with autonomic fear and confusion.",,supported,supported,True,True
B00529,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b01_017,with_rag,e09df9bb7acfed234a88ab6314ebe8040e10cfc87f88e9af0b7f9969862cc816,A Clinical Casebook of Sleep Disorders in Women.pdf,suspected_diagnosis,correct,correct,The response accurately identifies obstructive sleep apnea (OSA) as the primary sleep disorder to investigate.,"The response correctly identifies obstructive sleep apnea as the disorder to investigate, matching the reference and supported by the presented symptoms and risk factors.",No safety or reference-consistency concerns; only a minor threshold claim about Epworth scoring is inaccurate but does not affect the primary answer.,supported,supported,True,True
B00530,microsoft/phi-4,NF4,clinical_astra_b06_012,with_rag,2b72c0d8a76075d589cdac1542d6aac25ce502a2289ef55e5cec19258e4fce86,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnosis,partial,incorrect,"The response identifies sleep hypoventilation, but incorrectly attributes it to central nervous system failure (central sleep hypoventilation) rather than neuromuscular disease/respiratory muscle weakness characteristic of Pompe disease.","The response attributes the hypoventilation to failure of central respiratory drive ('central sleep hypoventilation'), whereas the essential qualifier is hypoventilation due to neuromuscular (respiratory muscle weakness) disease in Pompe; the etiologic mechanism is materially wrong despite recognizing hypoventilation.","The alternative (neuromuscular hypoventilation) is clearly resolvable from the reference, so no human review is needed despite the etiologic mislabeling.",material_unsupported,material_unsupported,True,False
B00531,Qwen/Qwen3.8-27B,NF4,clinical_astra_b03_015,no_rag,2592eca6b429ee5ef49be3670b03ab00962fefcfbf91438d20c2ca5edad20830,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies delayed sleep-wake phase disorder (DSWPD), matching the reference diagnosis and providing sound justification based on the clinical vignette.","The response directly identifies DSWPD, matching the reference and acceptable answers, with key qualifiers (restorative sleep on delayed schedule, impairment with early obligations).",No concerns; the answer aligns with the reference and does not dismiss mood assessment.,supported,supported,True,True
B00532,google/gemma-3-27b-it,NF4,clinical_astra_b05_008,no_rag,1d23786e175724cb0bbffd8b9c88c4f80021d4d946a671d557cd8aee27c0c39f,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,correct,correct,The response accurately identifies Periodic Limb Movement Disorder (PLMD) as the disorder to consider based on the clinical presentation and PSG findings.,"The response answers PLMD and correctly conditions the diagnosis on movements explaining the impairment and exclusion of competing causes, including noting the absence of RLS features.",No unsafe or contradictory content; reasoning aligns with the reference qualifiers.,supported,supported,True,True
B00533,google/gemma-3-12b-it,BF16,clinical_astra_b04_013,no_rag,bfd808db089222bf818fad8ffeb3f179699bb6074c314346d64be4c864f94baa,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,partial,"The response accurately identifies 'sleep inertia', which directly answers the prompt and matches the reference standard.","The response correctly identifies sleep inertia, the targeted feature, but omits the reference's severity qualifier ('severe sleep inertia / sleep drunkenness'), which the case presentation (prolonged confusion and unsteadiness after very long sleep, unrefreshing naps) implies.","The core concept is correct and matches the reference; only the severity term is missing, which does not require review.",supported,supported,True,False
B00534,google/gemma-3-27b-it,BF16,clinical_astra_b04_018,no_rag,4c8ee22b04c59fadff943158e80d6f1f186979908758a13e4da89e81642a7fc4,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,"The response accurately identifies the phenomenon as sleep state misperception (misperception of sleep/sleep state misidentification), which matches the reference standard.","The response identifies sleep-state misperception (paradoxical insomnia), matching the reference, and correctly frames the disconnect between perceived and PSG-measured sleep without dismissing her distress.",,supported,supported,True,True
B00535,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b02_015,no_rag,658fa8aec003c41d698270d223994f22dc89b36084948d212ef7812220568bd3,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,incorrect,incorrect,"The response fails to identify status dissociatus, instead proposing REM sleep atonia loss with sleep spindle intrusion.","The source identifies status dissociatus (spindles during REM patterns with mixed-state features); the response instead asserts 'REM sleep atonia loss with sleep spindle intrusion', which is not the asked-for state-dissociation pattern.",,material_unsupported,material_unsupported,True,True
B00536,google/gemma-4-12B-it,NF4,clinical_astra_b06_007,no_rag,a59f914fbe1b8baf6b856223efa85d5b429e78446411db62940c7093d9d087d2,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,suspected_diagnosis,correct,correct,The response accurately identifies Chiari I malformation as the favored structural craniocervical abnormality.,"The response directly identifies Chiari I malformation and supports it with the stem's cough/exertion headache, central apnea, and neurologic signs, consistent with the reference rationale.",,supported,supported,True,True
B00537,google/gemma-4-12B-it,BF16,clinical_astra_b03_006,no_rag,e3dd44703ebc7591683ff6e271ea0177f912e1b7e89ae170f5acd6bbb2991f9a,Common Pitfalls in Sleep Medicine.pdf,diagnostic_evaluation,partial,partial,"The response correctly identifies repeating polysomnography to capture supine sleep, but incorrectly suggests testing in a 'different position (e.g., prone)' in the direct answer line before clarifying supine positioning in the explanation.","The response correctly identifies repeat polysomnography as the next step, but misstates the qualifier: the reference specifies repeat in-laboratory PSG with adequate opportunity to sample REM and supine sleep, not testing 'in a different position (e.g., prone)', which is a materially incorrect qualification.",The reference clearly supports repeat in-laboratory PSG with REM/supine sampling; the response's deviation is scorable without review.,minor_unsupported,supported,True,True
B00538,XHToken/Spark-X2.5-4B,BF16,clinical_astra_b06_017,no_rag,229170a0c3f8cb66571abf58e0f8469d62b37681bbf3da68ff3dfaa420d60371,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnostic_evaluation,correct,correct,The response accurately identifies video-EEG monitoring (prolonged video-EEG monitoring) as the investigation to clarify the differential diagnosis.,"The response directly answers that video-EEG (prolonged) monitoring is the proposed investigation, matching the reference; the explanation is consistent with the case facts.",,supported,supported,True,True
B00540,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b06_019,with_rag,4c825d090969eb1b22628dfdf421f5e2ce752a10f296ee7623bbfb8ff40b0f03,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,suspected_diagnosis,incorrect,incorrect,"The response identifies obstructive sleep apnea as the underlying cause rather than an oropharyngeal malignancy obstructing the airway, incorrectly claiming that invasive masses and lymphadenopathy are hallmarks of OSA.","The response asserts the cause is obstructive sleep apnea, whereas the reference and case (infiltrative oropharyngeal mass with an abnormal regional node, unilateral ear pain, odynophagia) strongly suspect an oropharyngeal malignancy obstructing the airway. This materially wrong answer could delay cancer diagnosis.",The reference clearly supports oropharyngeal malignancy; the response's contradiction is resolvable as incorrect without human review.,material_unsupported,material_unsupported,True,True
B00541,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b01_010,no_rag,d531945e3118a72d66a9e9dd84758efcba11a2fd54e306a8c8ace14e68735cdb,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,incorrect,incorrect,The response identifies reduced sleep efficiency (an objective PSG finding) and suggests sleep apnea rather than insomnia associated with menopausal vasomotor symptoms (hot flashes).,"The response attributes the awakenings to reduced sleep efficiency/sleep apnea, while the reference emphasizes insomnia associated with menopausal vasomotor symptoms (hot flashes).","The reference clearly supports menopausal vasomotor symptoms as the emphasized explanation, so no review is needed.",material_unsupported,material_unsupported,True,True
B00542,google/gemma-3-12b-it,NF4,clinical_astra_b04_017,no_rag,46718071b3573beaf7e1e6d8b6d5c5e75b6f2f25c50efcae6f124bc6eb1b4a92,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,"Sleep-related sexual behavior (SRSB) is an established synonymous term for sexsomnia, matching the reference.","The response identifies sleep-related sexual behavior, which the reference equates with sexsomnia as an NREM disorder of arousal; the explanation correctly maps the amnestic sleepwalking-like features to this diagnosis.",,supported,supported,True,True
B00543,meta-llama/Llama-3.1-8B-Instruct,NF4,clinical_astra_b03_010,with_rag,581bcbbfcda61ba3ee1713b736b9945991ec764bd1cb29c3cc2cab6114045e04,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response directly and accurately identifies Restless Legs Syndrome (RLS), aligning with the candidate reference and acceptable answers.","Response directly answers Restless Legs Syndrome, matching the reference and acceptable answers, and correctly notes treatment failure does not refute the diagnosis.",,supported,supported,True,True
B00544,google/gemma-3-27b-it,NF4,clinical_astra_b04_006,no_rag,4df60ad66f68df983fdbda88e7562dc79789195b0d274d273134c199a433485b,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,The response correctly identifies sleep-related hypoventilation (hypoventilation syndrome) related to respiratory muscle impairment and chest wall deformity from polio as the primary ventilatory complication to investigate.,"The response identifies sleep-related hypoventilation syndrome requiring CO2 assessment and ventilation studies, matching the reference answer; mention of possible obstructive/central apnea components is reasonable general context, not a conflicting answer.",,supported,supported,True,True
B00545,google/gemma-4-12B-it,NF4,clinical_astra_b03_016,no_rag,93e851e0614c957738dacbc750091d86f8ee5e649f1d4d42a9cb38481f2d534c,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response identifies advanced sleep phase syndrome, which is an accepted synonym for advanced sleep-wake phase disorder.","The response identifies advanced sleep phase syndrome (ASPS), a recognized synonym for advanced sleep-wake phase disorder, and explains the early evening sleepiness and early morning awakening pattern.",The answer matches the reference with an accepted equivalent term and the explanation is consistent with the presented case.,supported,supported,True,True
B00546,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b01_008,with_rag,ad8147472858cf1538ddf37769163cd1d88608afd329a298eb7e6119167bae3a,A Clinical Casebook of Sleep Disorders in Women.pdf,clinical_interpretation,incorrect,incorrect,"The response identifies the circadian pattern as 'consolidated sleep' and attributes it to idiopathic insomnia, failing to identify the delayed sleep-wake phase pattern.","The response names 'consolidated sleep' as the circadian pattern instead of the delayed sleep-wake phase pattern, and adds an unsupported 'idiopathic insomnia' diagnosis typical of childhood onset, contradicting the reference.",The correct pattern is clearly identifiable from the reference; no ambiguity requires human review.,material_unsupported,material_unsupported,True,True
B00547,gemini-3.8-flash,API,clinical_astra_b03_012,no_rag,849a332051d6c420d2756306beec53479ddd5551fafca8877a4e40b8dff69f74,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies sleep terrors as the most likely parasomnia, matching the reference standard.","Response identifies sleep terrors, matching the reference and all essential qualifiers (early-night onset, autonomic arousal, inconsolability, amnesia, fever trigger, familial pattern).",No ambiguity or unsafe content; answer aligns fully with reference rationale.,supported,supported,True,True
B00548,Qwen/Qwen3.8-27B,BF16,clinical_astra_b01_011,no_rag,3248d3b83db3f70d13b61d72577e4214fed92da8912cfb48fa0deeff17e4c27d,A Clinical Casebook of Sleep Disorders in Women.pdf,clinical_interpretation,correct,correct,"The response accurately identifies hypoglossal nerve stimulation, matching the reference answer and supported by the clinical scenario.","Response directly identifies hypoglossal nerve stimulation, matching the reference and case qualifiers (PAP intolerance, edentulism, AP collapse, delayed activation).",,supported,supported,True,True
B00549,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b05_012,with_rag,8b9fa573a6b647e697a1bb751ce4b8715e37a7298a61d30bec5c8b90878d43d6,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,incorrect,incorrect,"The response incorrectly identifies Kleine-Levin Syndrome instead of myotonic dystrophy, which is the neuromuscular disorder characterized by myotonia, distal weakness, and frontal balding.","Difficulty releasing grip, distal weakness, thin face and frontal balding indicate myotonic dystrophy, not Kleine-Levin syndrome, which the response wrongly asserts fits these findings.","Reference clearly supports myotonic dystrophy; the response is simply incorrect, not ungradable.",material_unsupported,material_unsupported,True,True
B00550,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b05_003,with_rag,d65b5fc61331f1536052fe2e39e4d42f88c20c55824361ac62ca8dd8a37be8d6,Sleep Medicine Pearls (Pearls Series).pdf,diagnostic_evaluation,incorrect,incorrect,"The response fails to identify the distinction between central and obstructive events, instead discussing alternative apnea sensors and sleep staging epochs based on an irrelevant context.",The response answers with scoring rules and alternative apnea sensors rather than the key distinction between central vs obstructive residual events and review of respiratory-depressant medication exposure.,The response is clearly wrong but gradable against the unambiguous reference; no unresolvable ambiguity.,material_unsupported,material_unsupported,True,True
B00552,gpt-5.5-2026-04-23,API,clinical_astra_b04_012,no_rag,a7f6a46bfbb1e298a3f10caf80325b9318a32e3aa912d99116fafac4e1f8ae0e,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,The response accurately identifies the symptom as cataplexy and correctly notes that it was likely unmasked by the withdrawal of fluoxetine.,"Response directly identifies cataplexy with correct supporting features (brief, emotion-triggered loss of muscle tone, unmasked by fluoxetine withdrawal), matching the reference.",,supported,supported,True,True
B00553,microsoft/phi-4,BF16,clinical_astra_b03_015,no_rag,4ecbb04fd83f535198523e98f1aef1766c61d9cb1c356353d95eb6efe5b36fc1,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies Delayed Sleep Phase Disorder (DSPD), which matches the reference diagnosis and is fully consistent with the clinical scenario.","The response directly names Delayed Sleep Phase Disorder, matching the reference and acceptable answers, and correctly ties the delayed but restorative sleep pattern and worsening with early obligations to the diagnosis.",,supported,supported,True,True
B00554,google/gemma-3-27b-it,BF16,clinical_astra_b03_006,no_rag,f51305ff25018d97e77dc0165e8c126c6dea7a081fc11294908b57abefedf95f,Common Pitfalls in Sleep Medicine.pdf,diagnostic_evaluation,correct,correct,"The response correctly identifies repeating the polysomnography with focus on sleep stages (REM) and body position (supine), directly matching the reference recommendation.","The response recommends repeat PSG with adequate sampling of REM and body position, matching the reference's repeat in-laboratory polysomnography to capture supine REM; 'in-laboratory' is implicitly the setting for such repeat diagnostic testing and is not contradicted.",The answer aligns with the candidate reference; no safety or reference-consistency concerns identified.,supported,supported,True,True
B00555,microsoft/phi-4,NF4,clinical_astra_b04_014,no_rag,8678bfe8ef5b7b0309f62d2c6cdaa049adcfc63976c05a71c155409d45cf0ce5,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,"The response accurately identifies nocturnal frontal lobe epilepsy (NFLE), which is explicitly listed as an acceptable answer.","The response names nocturnal frontal lobe epilepsy, an accepted answer for SHE, and the explanation accurately reflects the reference rationale.",,supported,supported,True,True
B00556,Qwen/Qwen3.8-27B,BF16,clinical_astra_b01_005,with_rag,80a6e23c0bd0fd51b57d3ca7e03eb575d3e05891380ec344ac3a61ae9af9be86,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,correct,correct,The response correctly identifies Upper Airway Resistance Syndrome (UARS) as the sleep-disordered breathing phenotype explaining the patient's symptoms.,"The response identifies UARS and correctly explains that RERAs and elevated RDI explain symptoms despite low AHI, matching the reference. The AHI ≥5 threshold framing is a standard paraphrase and not a conflicting answer.",,supported,supported,True,True
B00557,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b03_014,with_rag,8f61c25ff2e661a72aea5cf24a44ca9c67bdf72bc0337a3a5f6ea97f5a2ccc3a,Common Pitfalls in Sleep Medicine.pdf,diagnosis,incorrect,incorrect,"The response fails to identify obstructive sleep apnea (OSA) as the coexisting disorder triggering the sleepwalking, incorrectly stating that the information is not provided.","The question supplies clear PSG evidence of OSA (AHI 5.3, elevated CO2) and resolution with CPAP, but the response claims no answer can be determined and never identifies obstructive sleep apnea.",The reference and question are sufficient to resolve the answer as OSA; no ambiguity remains.,material_unsupported,not_assessable,True,True
B00558,microsoft/phi-4,NF4,clinical_astra_b05_019,no_rag,8e22f56d8b191d6645f34e498aa44bd1c49fae5c9ff5cea20441be525ae66a81,Sleep Medicine Pearls (Pearls Series).pdf,suspected_diagnosis,partial,partial,"The response includes the correct diagnosis of irregular sleep-wake rhythm, but equivocates by offering advanced sleep phase syndrome (ASPS) as an alternative, which has a consolidated rather than dispersed sleep pattern.","The response names irregular sleep-wake rhythm, matching the reference, but also presents advanced sleep phase syndrome as an equally suggested alternative, which conflicts with the pattern of dispersed sleep without a consolidated nocturnal episode.","The correct answer is present alongside a conflicting alternative, but the reference resolves the question, so no review is needed.",minor_unsupported,supported,True,True
B00559,microsoft/phi-4,NF4,clinical_astra_b03_009,no_rag,ea3a690e76f0a929891e93a1aa68d79d4b6b99ddc3e33295ad393026dc11592f,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,correct,"The response accurately identifies the cognitive factor as the belief that she cannot sleep without zolpidem, which directly matches the reference key.","The response identifies the firmly held belief that she cannot sleep without zolpidem, matching the reference; the anxiety/worry framing is an acceptable paraphrase.",,supported,supported,True,True
